.id,gene_name,gene_id,lsv_id,mean_psi_per_lsv_junction,stdev_psi_per_lsv_junction,num_junctions,num_exons,de_novo_junctions,seqid,strand,lsv_junc,junc_start,junc_end,ir_start,ir_end,paste_into_igv_junction,exon_type,color_gene_name,alpha_gene_name,label_junction
Control_Control,ITGA3,ENSG00000005884.18,ENSG00000005884.18:s:50080262-50080375,0.0058,0.0055,2,3,0,chr17,+,ENSG00000005884.18:s:50080262-50080375_50080375-50081097,50080375,50081097,NA,NA,chr17:50080375-50081097,source,Delta PSI > 0.05,0,
Control_Control,ZFX,ENSG00000005889.16,ENSG00000005889.16:s:24152720-24152830,0.0161,0.0199,2,3,0,chrX,+,ENSG00000005889.16:s:24152720-24152830_24152830-24161715,24152830,24161715,NA,NA,chrX:24152830-24161715,source,Delta PSI < 0.05,0,
Control_Control,SPATA20,ENSG00000006282.21,ENSG00000006282.21:s:50547068-50547369,0.0074,0.0149,4,3,0,chr17,+,ENSG00000006282.21:s:50547068-50547369_50547285-50548283,50547285,50548283,NA,NA,chr17:50547285-50548283,source,Delta PSI > 0.05,0,
Control_Control,DBF4,ENSG00000006634.8,ENSG00000006634.8:t:87884979-87885183,0.0349,0.0213,3,3,0,chr7,+,ENSG00000006634.8:t:87884979-87885183_87878133-87884979,87878133,87884979,NA,NA,chr7:87878133-87884979,target,Delta PSI < 0.05,0,
Control_Control,PNPLA4,ENSG00000006757.12,ENSG00000006757.12:t:7925940-7926132,0.0402,0.0333,3,3,0,chrX,-,ENSG00000006757.12:t:7925940-7926132_7926132-7927671,7926132,7927671,NA,NA,chrX:7926132-7927671,target,Delta PSI < 0.05,0,
Control_Control,ST7L,ENSG00000007341.19,ENSG00000007341.19:s:112576986-112577088,0.0048,0.012,8,8,1,chr1,-,ENSG00000007341.19:s:112576986-112577088_112575233-112576986,112575233,112576986,112575234,112576985,chr1:112575233-112576986,source,Delta PSI < 0.05,0,
Control_Control,ST7L,ENSG00000007341.19,ENSG00000007341.19:s:112616813-112617286,0.0272,0.0298,2,3,1,chr1,-,ENSG00000007341.19:s:112616813-112617286_112614023-112616813,112614023,112616813,NA,NA,chr1:112614023-112616813,source,Delta PSI < 0.05,0,
Control_Control,TEAD3,ENSG00000007866.22,ENSG00000007866.22:s:35484560-35484624,0.0161,0.0291,4,4,1,chr6,-,ENSG00000007866.22:s:35484560-35484624_35479316-35484560,35479316,35484560,35480375,35484559,chr6:35479316-35484560,source,Delta PSI < 0.05,0,
Control_Control,TEAD3,ENSG00000007866.22,ENSG00000007866.22:t:35479305-35479316,0.025,0.0545,4,5,1,chr6,-,ENSG00000007866.22:t:35479305-35479316_35479316-35484560,35479316,35484560,NA,NA,chr6:35479316-35484560,target,Delta PSI < 0.05,0,
Control_Control,ADAM22,ENSG00000008277.15,ENSG00000008277.15:s:87934143-87934550,0.0471,0.0321,2,2,1,chr7,+,ENSG00000008277.15:s:87934143-87934550_87934550-87935029,87934550,87935029,NA,NA,chr7:87934550-87935029,source,Delta PSI < 0.05,0,
Control_Control,CRAMP1,ENSG00000007545.16,ENSG00000007545.16:t:1667959-1668193,0.0256,0.0468,3,3,1,chr16,+,ENSG00000007545.16:t:1667959-1668193_1667400-1667959,1667400,1667959,NA,NA,chr16:1667400-1667959,target,Delta PSI < 0.05,0,
Control_Control,NFIX,ENSG00000008441.18,ENSG00000008441.18:t:13073047-13073109,0.0023,0.0036,6,6,1,chr19,+,ENSG00000008441.18:t:13073047-13073109_13067434-13073047,13067434,13073047,NA,NA,chr19:13067434-13073047,target,Delta PSI > 0.05,0,
Control_Control,FAM76A,ENSG00000009780.16,ENSG00000009780.16:t:27755195-27755330,0.0405,0.0432,2,3,0,chr1,+,ENSG00000009780.16:t:27755195-27755330_27744811-27755195,27744811,27755195,NA,NA,chr1:27744811-27755195,target,Delta PSI < 0.05,0,
Control_Control,IFFO1,ENSG00000010295.20,ENSG00000010295.20:s:6548425-6548545,0.0452,0.0315,3,2,0,chr12,-,ENSG00000010295.20:s:6548425-6548545_6548157-6548425,6548157,6548425,6548161,6548424,chr12:6548157-6548425,source,Delta PSI < 0.05,0,
Control_Control,CLCN6,ENSG00000011021.23,ENSG00000011021.23:s:11836999-11837156,0.0082,0.0092,2,2,1,chr1,+,ENSG00000011021.23:s:11836999-11837156_11837156-11837377,11837156,11837377,NA,NA,chr1:11837156-11837377,source,Delta PSI > 0.05,0,
Control_Control,POMT2,ENSG00000009830.13,ENSG00000009830.13:s:77320362-77320883,0.0255,0.0279,5,5,0,chr14,-,ENSG00000009830.13:s:77320362-77320883_77306441-77320434,77306441,77320434,NA,NA,chr14:77306441-77320434,source,Delta PSI < 0.05,0,
Control_Control,ANLN,ENSG00000011426.11,ENSG00000011426.11:t:36439204-36439290,0.0115,0.0139,2,3,0,chr7,+,ENSG00000011426.11:t:36439204-36439290_36428360-36439204,36428360,36439204,NA,NA,chr7:36428360-36439204,target,Delta PSI < 0.05,0,
Control_Control,RNF14,ENSG00000013561.18,ENSG00000013561.18:s:141968886-141969234,0.0062,0.0079,3,3,0,chr5,+,ENSG00000013561.18:s:141968886-141969234_141969167-141973583,141969167,141973583,NA,NA,chr5:141969167-141973583,source,Delta PSI < 0.05,0,
Control_Control,DDX11,ENSG00000013573.17,ENSG00000013573.17:s:31084583-31084669,0.0185,0.0237,2,3,0,chr12,+,ENSG00000013573.17:s:31084583-31084669_31084669-31084798,31084669,31084798,NA,NA,chr12:31084669-31084798,source,Delta PSI < 0.05,0,
Control_Control,DDX11,ENSG00000013573.17,ENSG00000013573.17:s:31089044-31089151,0.0089,0.0104,2,3,0,chr12,+,ENSG00000013573.17:s:31089044-31089151_31089151-31089886,31089151,31089886,NA,NA,chr12:31089151-31089886,source,Delta PSI < 0.05,0,
Control_Control,DDX11,ENSG00000013573.17,ENSG00000013573.17:s:31102427-31102729,0.0377,0.0429,2,2,0,chr12,+,ENSG00000013573.17:s:31102427-31102729_31102527-31102975,31102527,31102975,NA,NA,chr12:31102527-31102975,source,Delta PSI < 0.05,0,
Control_Control,DDX11,ENSG00000013573.17,ENSG00000013573.17:t:31078390-31078537,0.0035,0.0061,6,4,0,chr12,+,ENSG00000013573.17:t:31078390-31078537_31074327-31078390,31074327,31078390,NA,NA,chr12:31074327-31078390,target,Delta PSI < 0.05,0,
Control_Control,DDX11,ENSG00000013573.17,ENSG00000013573.17:t:31089886-31090094,0.0074,0.0117,3,3,0,chr12,+,ENSG00000013573.17:t:31089886-31090094_31089151-31089886,31089151,31089886,NA,NA,chr12:31089151-31089886,target,Delta PSI < 0.05,0,
Control_Control,ZC3H3,ENSG00000014164.7,ENSG00000014164.7:t:143440936-143441120,0.0497,0.0373,2,3,1,chr8,-,ENSG00000014164.7:t:143440936-143441120_143441120-143443160,143441120,143443160,NA,NA,chr8:143441120-143443160,target,Delta PSI < 0.05,0,
Control_Control,MVP,ENSG00000013364.19,ENSG00000013364.19:t:29835704-29835798,0.0289,0.0274,4,4,0,chr16,+,ENSG00000013364.19:t:29835704-29835798_29834437-29835704,29834437,29835704,NA,NA,chr16:29834437-29835704,target,Delta PSI > 0.05,0,
Control_Control,CLK1,ENSG00000013441.16,ENSG00000013441.16:t:200856891-200856985,0.0133,0.016,2,3,1,chr2,-,ENSG00000013441.16:t:200856891-200856985_200856985-200857973,200856985,200857973,NA,NA,chr2:200856985-200857973,target,Delta PSI > 0.05,0,
Control_Control,ANGEL1,ENSG00000013523.11,ENSG00000013523.11:s:76790611-76790774,0.039,0.0422,2,2,1,chr14,-,ENSG00000013523.11:s:76790611-76790774_76786592-76790611,76786592,76790611,NA,NA,chr14:76786592-76790611,source,Delta PSI > 0.05,0,
Control_Control,DNASE1L1,ENSG00000013563.14,ENSG00000013563.14:t:154408558-154409278,0.0278,0.039,2,3,0,chrX,-,ENSG00000013563.14:t:154408558-154409278_154409196-154411891,154409196,154411891,NA,NA,chrX:154409196-154411891,target,Delta PSI < 0.05,0,
Control_Control,RUFY3,ENSG00000018189.13,ENSG00000018189.13:s:70789495-70790082,0.0095,0.0058,5,4,0,chr4,+,ENSG00000018189.13:s:70789495-70790082_70789592-70793765,70789592,70793765,70790083,70791224,chr4:70789592-70793765,source,Delta PSI > 0.05,0,
Control_Control,SAMD4A,ENSG00000020577.14,ENSG00000020577.14:t:54567496-54568112,0.0238,0.0392,3,3,0,chr14,+,ENSG00000020577.14:t:54567496-54568112_54567338-54567496,54567338,54567496,NA,NA,chr14:54567338-54567496,target,Delta PSI < 0.05,0,
Control_Control,SAMD4A,ENSG00000020577.14,ENSG00000020577.14:t:54788884-54793315,0.0471,0.0449,2,3,1,chr14,+,ENSG00000020577.14:t:54788884-54793315_54788289-54788884,54788289,54788884,NA,NA,chr14:54788289-54788884,target,Delta PSI < 0.05,0,
Control_Control,SERPINB1,ENSG00000021355.13,ENSG00000021355.13:t:2840419-2840594,0.0125,0.0277,5,3,0,chr6,-,ENSG00000021355.13:t:2840419-2840594_2840594-2841216,2840594,2841216,2840595,2841215,chr6:2840594-2841216,target,Delta PSI < 0.05,0,
Control_Control,RB1CC1,ENSG00000023287.13,ENSG00000023287.13:s:52624717-52624787,0.0137,0.012,2,2,0,chr8,-,ENSG00000023287.13:s:52624717-52624787_52623727-52624717,52623727,52624717,NA,NA,chr8:52623727-52624717,source,Delta PSI < 0.05,0,
Control_Control,ZNF839,ENSG00000022976.16,ENSG00000022976.16:t:102325985-102326887,0.0381,0.0468,7,7,1,chr14,+,ENSG00000022976.16:t:102325985-102326887_102325705-102325985,102325705,102325985,102322335,102325984,chr14:102325705-102325985,target,Delta PSI < 0.05,0,
Control_Control,GRAMD1B,ENSG00000023171.19,ENSG00000023171.19:t:123577367-123577577,0.0026,0.0058,9,9,0,chr11,+,ENSG00000023171.19:t:123577367-123577577_123560652-123577367,123560652,123577367,NA,NA,chr11:123560652-123577367,target,Delta PSI < 0.05,0,
Control_Control,AKAP11,ENSG00000023516.9,ENSG00000023516.9:s:42272152-42272228,0.0146,0.0187,2,3,1,chr13,+,ENSG00000023516.9:s:42272152-42272228_42272228-42286300,42272228,42286300,NA,NA,chr13:42272228-42286300,source,Delta PSI < 0.05,0,
Control_Control,AKAP11,ENSG00000023516.9,ENSG00000023516.9:t:42286300-42286399,0.0125,0.0155,2,3,1,chr13,+,ENSG00000023516.9:t:42286300-42286399_42272228-42286300,42272228,42286300,NA,NA,chr13:42272228-42286300,target,Delta PSI < 0.05,0,
Control_Control,STRAP,ENSG00000023734.11,ENSG00000023734.11:t:15889928-15890009,0.041,0.0129,2,3,0,chr12,+,ENSG00000023734.11:t:15889928-15890009_15882819-15889928,15882819,15889928,NA,NA,chr12:15882819-15889928,target,Delta PSI < 0.05,0,
Control_Control,ARNTL2,ENSG00000029153.14,ENSG00000029153.14:s:27415869-27415947,0.0172,0.0227,2,3,0,chr12,+,ENSG00000029153.14:s:27415869-27415947_27415947-27420396,27415947,27420396,NA,NA,chr12:27415947-27420396,source,Delta PSI < 0.05,0,
Control_Control,ARNTL2,ENSG00000029153.14,ENSG00000029153.14:t:27420396-27425289,0.0286,0.0381,2,3,0,chr12,+,ENSG00000029153.14:t:27420396-27425289_27415947-27420396,27415947,27420396,NA,NA,chr12:27415947-27420396,target,Delta PSI < 0.05,0,
Control_Control,ANK1,ENSG00000029534.21,ENSG00000029534.21:s:41661801-41661941,0.0103,0.0163,3,3,0,chr8,-,ENSG00000029534.21:s:41661801-41661941_41661564-41661876,41661564,41661876,NA,NA,chr8:41661564-41661876,source,Delta PSI < 0.05,0,
Control_Control,ANK1,ENSG00000029534.21,ENSG00000029534.21:s:41663659-41663742,0.0108,0.0168,3,4,0,chr8,-,ENSG00000029534.21:s:41663659-41663742_41655753-41663659,41655753,41663659,NA,NA,chr8:41655753-41663659,source,Delta PSI < 0.05,0,
Control_Control,ANK1,ENSG00000029534.21,ENSG00000029534.21:t:41653220-41655753,0.0055,0.0102,5,4,0,chr8,-,ENSG00000029534.21:t:41653220-41655753_41655753-41663659,41655753,41663659,41655754,41660988,chr8:41655753-41663659,target,Delta PSI < 0.05,0,
Control_Control,ANK1,ENSG00000029534.21,ENSG00000029534.21:t:41699452-41699548,0.0208,0.0294,2,3,0,chr8,-,ENSG00000029534.21:t:41699452-41699548_41699548-41700431,41699548,41700431,NA,NA,chr8:41699548-41700431,target,Delta PSI < 0.05,0,
Control_Control,ARID4A,ENSG00000032219.19,ENSG00000032219.19:t:58364170-58365300,0.0061,0.0079,3,3,1,chr14,+,ENSG00000032219.19:t:58364170-58365300_58361102-58364170,58361102,58364170,NA,NA,chr14:58361102-58364170,target,Delta PSI < 0.05,0,
Control_Control,IFT88,ENSG00000032742.18,ENSG00000032742.18:s:20605035-20605105,0.0185,0.0319,3,4,1,chr13,+,ENSG00000032742.18:s:20605035-20605105_20605105-20625750,20605105,20625750,NA,NA,chr13:20605105-20625750,source,Delta PSI < 0.05,0,
Control_Control,IFT88,ENSG00000032742.18,ENSG00000032742.18:s:20670973-20671039,0.0137,0.0169,2,3,1,chr13,+,ENSG00000032742.18:s:20670973-20671039_20671039-20691054,20671039,20691054,NA,NA,chr13:20671039-20691054,source,Delta PSI < 0.05,0,
Control_Control,IFT88,ENSG00000032742.18,ENSG00000032742.18:t:20691054-20691444,0.013,0.0161,2,3,1,chr13,+,ENSG00000032742.18:t:20691054-20691444_20671039-20691054,20671039,20691054,NA,NA,chr13:20671039-20691054,target,Delta PSI < 0.05,0,
Control_Control,FUT8,ENSG00000033170.17,ENSG00000033170.17:t:65733231-65733381,0.0403,0.0538,4,4,1,chr14,+,ENSG00000033170.17:t:65733231-65733381_65722021-65733231,65722021,65733231,NA,NA,chr14:65722021-65733231,target,Delta PSI < 0.05,0,
Control_Control,SH3YL1,ENSG00000035115.22,ENSG00000035115.22:s:230378-231191,0.0139,0.0179,2,2,0,chr2,-,ENSG00000035115.22:s:230378-231191_230044-230547,230044,230547,NA,NA,chr2:230044-230547,source,Delta PSI < 0.05,0,
Control_Control,TRIO,ENSG00000038382.20,ENSG00000038382.20:s:14487464-14488260,0.0027,0.0023,3,3,1,chr5,+,ENSG00000038382.20:s:14487464-14488260_14488260-14489030,14488260,14489030,NA,NA,chr5:14488260-14489030,source,Delta PSI < 0.05,0,
Control_Control,TRIO,ENSG00000038382.20,ENSG00000038382.20:t:14492370-14492814,0.0435,0.0267,8,5,1,chr5,+,ENSG00000038382.20:t:14492370-14492814_14489097-14492567,14489097,14492567,14489818,14492369,chr5:14489097-14492567,target,Delta PSI < 0.05,0,
Control_Control,ZZZ3,ENSG00000036549.13,ENSG00000036549.13:t:77641522-77641655,0.0372,0.0394,2,3,0,chr1,-,ENSG00000036549.13:t:77641522-77641655_77641655-77682585,77641655,77682585,NA,NA,chr1:77641655-77682585,target,Delta PSI < 0.05,0,
Control_Control,MRI1,ENSG00000037757.14,ENSG00000037757.14:s:13765954-13766129,0.0279,0.0326,5,3,0,chr19,+,ENSG00000037757.14:s:13765954-13766129_13766065-13768359,13766065,13768359,13766130,13768358,chr19:13766065-13768359,source,Delta PSI < 0.05,0,
Control_Control,AGA,ENSG00000038002.9,ENSG00000038002.9:t:177434382-177434489,0.0209,0.0267,5,3,0,chr4,-,ENSG00000038002.9:t:177434382-177434489_177434489-177437405,177434489,177437405,NA,NA,chr4:177434489-177437405,target,Delta PSI > 0.05,0,
Control_Control,PHLPP2,ENSG00000040199.18,ENSG00000040199.18:s:71690519-71690709,0.0227,0.0305,2,3,1,chr16,-,ENSG00000040199.18:s:71690519-71690709_71681905-71690519,71681905,71690519,NA,NA,chr16:71681905-71690519,source,Delta PSI < 0.05,0,
Control_Control,PHLPP2,ENSG00000040199.18,ENSG00000040199.18:t:71681751-71681905,0.0333,0.0484,2,3,1,chr16,-,ENSG00000040199.18:t:71681751-71681905_71681905-71690519,71681905,71690519,NA,NA,chr16:71681905-71690519,target,Delta PSI < 0.05,0,
Control_Control,SCML1,ENSG00000047634.15,ENSG00000047634.15:t:17746015-17746098,0.0093,0.0196,5,4,1,chrX,+,ENSG00000047634.15:t:17746015-17746098_17744219-17746018,17744219,17746018,NA,NA,chrX:17744219-17746018,target,Delta PSI < 0.05,0,
Control_Control,JADE2,ENSG00000043143.22,ENSG00000043143.22:t:134578494-134583230,0.0061,0.0116,5,3,0,chr5,+,ENSG00000043143.22:t:134578494-134583230_134573762-134578497,134573762,134578497,NA,NA,chr5:134573762-134578497,target,Delta PSI < 0.05,0,
Control_Control,TRIT1,ENSG00000043514.17,ENSG00000043514.17:s:39883318-39883511,0.0485,0.0446,9,10,1,chr1,-,ENSG00000043514.17:s:39883318-39883511_39848097-39883318,39848097,39883318,NA,NA,chr1:39848097-39883318,source,Delta PSI < 0.05,0,
Control_Control,TRIT1,ENSG00000043514.17,ENSG00000043514.17:t:39847986-39848097,0.0377,0.0319,6,4,1,chr1,-,ENSG00000043514.17:t:39847986-39848097_39848097-39883318,39848097,39883318,NA,NA,chr1:39848097-39883318,target,Delta PSI < 0.05,0,
Control_Control,OFD1,ENSG00000046651.16,ENSG00000046651.16:t:13743558-13744519,0.0238,0.0382,3,4,0,chrX,+,ENSG00000046651.16:t:13743558-13744519_13740213-13744415,13740213,13744415,NA,NA,chrX:13740213-13744415,target,Delta PSI < 0.05,0,
Control_Control,WDR37,ENSG00000047056.16,ENSG00000047056.16:s:1077907-1078003,0.0102,0.0119,2,3,1,chr10,+,ENSG00000047056.16:s:1077907-1078003_1078003-1079556,1078003,1079556,NA,NA,chr10:1078003-1079556,source,Delta PSI < 0.05,0,
Control_Control,WDR37,ENSG00000047056.16,ENSG00000047056.16:t:1096170-1096267,0.0121,0.0204,3,3,1,chr10,+,ENSG00000047056.16:t:1096170-1096267_1095829-1096170,1095829,1096170,1095830,1096169,chr10:1095829-1096170,target,Delta PSI > 0.05,0,
Control_Control,YTHDC2,ENSG00000047188.16,ENSG00000047188.16:s:113515272-113515362,0.0486,0.0418,3,4,0,chr5,+,ENSG00000047188.16:s:113515272-113515362_113515362-113532879,113515362,113532879,NA,NA,chr5:113515362-113532879,source,Delta PSI > 0.05,0,
Control_Control,ZNF800,ENSG00000048405.10,ENSG00000048405.10:t:127391497-127391615,0.0367,0.0316,6,5,0,chr7,-,ENSG00000048405.10:t:127391497-127391615_127391615-127392065,127391615,127392065,NA,NA,chr7:127391615-127392065,target,Delta PSI < 0.05,0,
Control_Control,VPS13D,ENSG00000048707.15,ENSG00000048707.15:s:12335705-12337988,0.0185,0.0307,3,3,0,chr1,+,ENSG00000048707.15:s:12335705-12337988_12335827-12341780,12335827,12341780,NA,NA,chr1:12335827-12341780,source,Delta PSI < 0.05,0,
Control_Control,VPS13D,ENSG00000048707.15,ENSG00000048707.15:t:12341780-12341885,0.0192,0.0355,4,3,0,chr1,+,ENSG00000048707.15:t:12341780-12341885_12335827-12341780,12335827,12341780,NA,NA,chr1:12335827-12341780,target,Delta PSI > 0.05,0,
Control_Control,NEDD4L,ENSG00000049759.20,ENSG00000049759.20:s:58044226-58044708,0.0126,0.022,4,5,0,chr18,+,ENSG00000049759.20:s:58044226-58044708_58044708-58045072,58044708,58045072,NA,NA,chr18:58044708-58045072,source,Delta PSI < 0.05,0,
Control_Control,CC2D2A,ENSG00000048342.18,ENSG00000048342.18:s:15510139-15510240,0.0189,0.0255,2,3,1,chr4,+,ENSG00000048342.18:s:15510139-15510240_15510240-15514707,15510240,15514707,NA,NA,chr4:15510240-15514707,source,Delta PSI < 0.05,0,
Control_Control,CC2D2A,ENSG00000048342.18,ENSG00000048342.18:t:15514707-15514869,0.0278,0.0397,2,3,1,chr4,+,ENSG00000048342.18:t:15514707-15514869_15510240-15514707,15510240,15514707,NA,NA,chr4:15510240-15514707,target,Delta PSI < 0.05,0,
Control_Control,RSF1,ENSG00000048649.14,ENSG00000048649.14:s:77820528-77820869,0.0017,0.0021,6,3,1,chr11,-,ENSG00000048649.14:s:77820528-77820869_77813787-77820528,77813787,77820528,77813788,77820527,chr11:77813787-77820528,source,Delta PSI < 0.05,1,
Control_Control,RSF1,ENSG00000048649.14,ENSG00000048649.14:s:77820528-77820869,0.0017,0.0021,6,3,1,chr11,-,ENSG00000048649.14:s:77820528-77820869_77813783-77820528,77813783,77820528,77813788,77820527,chr11:77813783-77820528,source,Delta PSI < 0.05,1,
Control_Control,LETMD1,ENSG00000050426.16,ENSG00000050426.16:t:51056350-51056529,0.038,0.0367,6,7,0,chr12,+,ENSG00000050426.16:t:51056350-51056529_51052207-51056350,51052207,51056350,NA,NA,chr12:51052207-51056350,target,Delta PSI < 0.05,0,
Control_Control,MAPK9,ENSG00000050748.18,ENSG00000050748.18:s:180291848-180292099,0.0409,0.0472,3,4,1,chr5,-,ENSG00000050748.18:s:180291848-180292099_180269409-180291848,180269409,180291848,NA,NA,chr5:180269409-180291848,source,Delta PSI < 0.05,0,
Control_Control,SLC4A8,ENSG00000050438.17,ENSG00000050438.17:t:51440708-51440852,0.0027,0.0052,7,8,1,chr12,+,ENSG00000050438.17:t:51440708-51440852_51418247-51440708,51418247,51440708,NA,NA,chr12:51418247-51440708,target,Delta PSI < 0.05,0,
Control_Control,POLQ,ENSG00000051341.15,ENSG00000051341.15:s:121436122-121436275,0.0303,0.0399,2,2,1,chr3,-,ENSG00000051341.15:s:121436122-121436275_121433036-121436122,121433036,121436122,NA,NA,chr3:121433036-121436122,source,Delta PSI > 0.05,0,
Control_Control,ARID4B,ENSG00000054267.22,ENSG00000054267.22:s:235219793-235219968,0.0359,0.0263,2,3,0,chr1,-,ENSG00000054267.22:s:235219793-235219968_235196115-235219793,235196115,235219793,NA,NA,chr1:235196115-235219793,source,Delta PSI < 0.05,0,
