"","gene_name","paste_into_igv_junction","Control_Control","Cycloheximide_Control","Control_TDP43KD","Cycloheximide_TDP43KD","code","Geneid","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","ensgene","symbol","gene_color","category"
"11","CROT","chr7:87349183-87357507",0.0417,0.0128,0.1602,0.1895,"CROT_chr7:87349183-87357507","ENSG00000005469.12",439.970802677963,-0.673028622818564,0.153676509179001,-4.37951529751775,1.18943572206102e-05,3.26859848785851e-05,"ENSG00000005469","CROT","down","else"
"12","ZNF195","chr11:3362032-3362546",0.0154,0.0249,0.1733,0.1408,"ZNF195_chr11:3362032-3362546","ENSG00000005801.18",3321.85022528406,0.15051957989287,0.071812791280111,2.09599957347094,0.036082228781515,0.0662214012153491,"ENSG00000005801","ZNF195","up","else"
"13","ZNF195","chr11:3363391-3370975",0.0351,0.008,0.2894,0.30755,"ZNF195_chr11:3363391-3370975","ENSG00000005801.18",3321.85022528406,0.15051957989287,0.071812791280111,2.09599957347094,0.036082228781515,0.0662214012153491,"ENSG00000005801","ZNF195","up","else"
"14","ZNF195","chr11:3360565-3369357",8e-04,0.0201,0.01385,0.1344,"ZNF195_chr11:3360565-3369357","ENSG00000005801.18",3321.85022528406,0.15051957989287,0.071812791280111,2.09599957347094,0.036082228781515,0.0662214012153491,"ENSG00000005801","ZNF195","up","dark"
"15","ITGA3","chr17:50080375-50081097",0.0058,0.0455,0.2175,0.2699,"ITGA3_chr17:50080375-50081097","ENSG00000005884.18",1416.73593075856,-0.0332788001055925,0.127959646090798,-0.260072617596789,0.794807759326536,0.858619110322519,"ENSG00000005884","ITGA3","not_sign","else"
"16","ITGA3","chr17:50081193-50081310",0.0058,0.015,0.0868,0.1621,"ITGA3_chr17:50081193-50081310","ENSG00000005884.18",1416.73593075856,-0.0332788001055925,0.127959646090798,-0.260072617596789,0.794807759326536,0.858619110322519,"ENSG00000005884","ITGA3","not_sign","else"
"17","ZFX","chrX:24177866-24179183",0.0351,0.0397,0.0766,0.1088,"ZFX_chrX:24177866-24179183","ENSG00000005889.16",3647.71817918835,0.820595533670709,0.0978442591933999,8.38675197130076,4.99757865434192e-17,2.40349073927457e-16,"ENSG00000005889","ZFX","up","else"
"18","TMEM132A","chr11:60926084-60926579",0.0047,0.0045,0.0249,0.1303,"TMEM132A_chr11:60926084-60926579","ENSG00000006118.15",5273.25066159085,-0.968155127046056,0.0716702181836388,-13.508471881101,1.39384648353181e-41,1.35868391333927e-40,"ENSG00000006118","TMEM132A","down","dark"
"19","AP2B1","chr17:35694386-35709224",6e-04,0.0111,0.0025,0.1541,"AP2B1_chr17:35694386-35709224","ENSG00000006125.18",21554.0860002276,-0.203090839823514,0.0464438318229386,-4.37282695789986,1.22647936397788e-05,3.36627411916161e-05,"ENSG00000006125","AP2B1","down","dark"
"20","ST7L","chr1:112614023-112616813",0.0272,0.0267,0.114,0.0583,"ST7L_chr1:112614023-112616813","ENSG00000007341.19",1416.57131962332,1.47814506342262,0.0898919277958576,16.4435795256216,9.32450290517065e-61,1.35990136580962e-59,"ENSG00000007341","ST7L","up","else"
"21","TEAD3","chr6:35479316-35484560",0.02055,0.0234,0.115,0.00325,"TEAD3_chr6:35479316-35484560","ENSG00000007866.22",230.245077853267,-0.0508404858719933,0.117011019499067,-0.434493145087063,0.663930371581422,0.758729279122322,"ENSG00000007866","TEAD3","not_sign","anti-dark"
"22","CRAMP1","chr16:1613491-1614639",0.0089,0.025,0.0047,0.1208,"CRAMP1_chr16:1613491-1614639","ENSG00000007545.16",2315.92737680086,0.763606676628248,0.0966846587213653,7.8979094173449,2.83620137781603e-15,1.28375157139607e-14,"ENSG00000007545","CRAMP1","up","dark"
"23","CELSR3","chr3:48649717-48650275",0.0034,0.0035,0.0512,0.5199,"CELSR3_chr3:48649717-48650275","ENSG00000008300.17",7362.86999394576,-0.541062332075518,0.0644323015830087,-8.39737707302699,4.56562098486988e-17,2.1991757264421e-16,"ENSG00000008300","CELSR3","down","else"
"24","CELSR3","chr3:48649215-48649534",0.0021,6e-04,0.0422,0.425,"CELSR3_chr3:48649215-48649534","ENSG00000008300.17",7362.86999394576,-0.541062332075518,0.0644323015830087,-8.39737707302699,4.56562098486988e-17,2.1991757264421e-16,"ENSG00000008300","CELSR3","down","dark"
"25","MPND","chr19:4345982-4352896",0.0044,0.0467,0.0101,0.1518,"MPND_chr19:4345982-4352896","ENSG00000008382.16",720.813830914231,-0.70106123565339,0.0916808994837912,-7.64675346337909,2.06116962045545e-14,9.01866721578338e-14,"ENSG00000008382","MPND","down","dark"
"26","NFIX","chr19:13025552-13067345",0.0046,0.0023,0.0792,0.3369,"NFIX_chr19:13025552-13067345","ENSG00000008441.19",1449.84246919492,-1.53577195951746,0.108169617681758,-14.1978125875955,9.45168552707973e-46,1.00634569792637e-44,"ENSG00000008441","NFIX","down","else"
"27","NFIX","chr19:13067434-13073047",0.0023,0.0012,0.1139,0.3159,"NFIX_chr19:13067434-13073047","ENSG00000008441.19",1449.84246919492,-1.53577195951746,0.108169617681758,-14.1978125875955,9.45168552707973e-46,1.00634569792637e-44,"ENSG00000008441","NFIX","down","else"
"28","TTC19","chr17:16006568-16008978",0.0123,0.0455,0.0245,0.1657,"TTC19_chr17:16006568-16008978","ENSG00000011295.16",2365.43852549481,0.559435531554708,0.0782928688434998,7.14542128572357,8.97202927924435e-13,3.66708119407089e-12,"ENSG00000011295","TTC19","up","dark"
"29","SYT7","chr11:61547620-61551384",0.0094,0.0018,0.2935,NA,"SYT7_chr11:61547620-61551384","ENSG00000011347.10",1323.7323954835,-0.652305474891599,0.057520513012849,-11.3403973769477,8.276777090836e-30,5.95981053222023e-29,"ENSG00000011347","SYT7","down",NA
"30","RABGAP1","chr9:123076762-123084643",0.003,0.0431,0.0185,0.1103,"RABGAP1_chr9:123076762-123084643","ENSG00000011454.18",5267.28970446177,1.01259512531081,0.0555970292329016,18.2131156876916,4.06161144260451e-74,7.60889591269711e-73,"ENSG00000011454","RABGAP1","up","dark"
"31","DDX11","chr12:31084669-31084798",0.0185,0.0031,0.1114,0.0342,"DDX11_chr12:31084669-31084798","ENSG00000013573.17",2330.72096624352,0.0202014742234242,0.149344867487886,0.135267281448844,0.892400552906842,0.92781175605461,"ENSG00000013573","DDX11","not_sign","anti-dark"
"32","DDX11","chr12:31102527-31102975",0.0377,0.0022,0.104,0.0026,"DDX11_chr12:31102527-31102975","ENSG00000013573.17",2330.72096624352,0.0202014742234242,0.149344867487886,0.135267281448844,0.892400552906842,0.92781175605461,"ENSG00000013573","DDX11","not_sign","anti-dark"
"33","ZC3H3","chr8:143441120-143443160",0.0497,0.0486,0.1011,0.0626,"ZC3H3_chr8:143441120-143443160","ENSG00000014164.7",1319.56474478229,0.78193219834631,0.0630178615712339,12.4081042874239,2.36178609968385e-35,1.97811603077659e-34,"ENSG00000014164","ZC3H3","up","else"
"34","YAF2","chr12:42210619-42238155",0.0078,0.01,0.1277,0.04355,"YAF2_chr12:42210619-42238155","ENSG00000015153.15",993.916489236015,1.96812583955072,0.074728439763058,26.3370390950362,7.22466552160932e-153,3.99964610749004e-151,"ENSG00000015153","YAF2","up","anti-dark"
"35","XYLT2","chr17:50353320-50354264",0.0192,0.031,0.0031,0.131,"XYLT2_chr17:50353320-50354264","ENSG00000015532.10",893.676410427584,-0.444005702651896,0.0967116156611587,-4.59102766111907,4.41068870158149e-06,1.25220552754684e-05,"ENSG00000015532","XYLT2","down","dark"
"36","MVP","chr16:29834437-29835704",0.0289,0.0168,0.1523,0.2466,"MVP_chr16:29834437-29835704","ENSG00000013364.19",731.222082447491,-1.09831205148082,0.119537598432322,-9.18800499495264,4.00194317696377e-20,2.155584183735e-19,"ENSG00000013364","MVP","down","else"
"37","SAMD4A","chr14:54567338-54567496",0.0238,0.0418,0.1234,0.0073,"SAMD4A_chr14:54567338-54567496","ENSG00000020577.14",2623.79505223331,1.24324618671372,0.0816128313789784,15.2334647102313,2.120499168981e-52,2.60095603483904e-51,"ENSG00000020577","SAMD4A","up","anti-dark"
"38","SAMD4A","chr14:54788289-54788884",0.0471,0.0108,0.1073,0.011,"SAMD4A_chr14:54788289-54788884","ENSG00000020577.14",2623.79505223331,1.24324618671372,0.0816128313789784,15.2334647102313,2.120499168981e-52,2.60095603483904e-51,"ENSG00000020577","SAMD4A","up","anti-dark"
"39","SERPINB1","chr6:2840594-2841597",0.01585,0.03125,0.0176,0.17225,"SERPINB1_chr6:2840594-2841597","ENSG00000021355.13",334.081589965816,-0.263225471115771,0.152821980051175,-1.72243201552306,0.0849912882605331,0.142485055570398,"ENSG00000021355","SERPINB1","not_sign","dark"
"40","SERPINB1","chr6:2840594-2841216",0.0125,0.0056,0.1422,0.0822,"SERPINB1_chr6:2840594-2841216","ENSG00000021355.13",334.081589965816,-0.263225471115771,0.152821980051175,-1.72243201552306,0.0849912882605331,0.142485055570398,"ENSG00000021355","SERPINB1","not_sign","else"
"41","GLT8D1","chr3:52703928-52705447",0.0221,0.0259,0.4551,0.017,"GLT8D1_chr3:52703928-52705447","ENSG00000016864.19",1711.38694949813,-0.535987862728527,0.0635822978066649,-8.42982844624945,3.46172334959496e-17,1.67496396678129e-16,"ENSG00000016864","GLT8D1","down","anti-dark"
"42","RALBP1","chr18:9475176-9512991",0.0329,0.0464,0.0461,0.1572,"RALBP1_chr18:9475176-9512991","ENSG00000017797.13",2969.99052485909,-0.55276669016341,0.0494943377207614,-11.1682813755793,5.82979334644611e-29,4.11737492897886e-28,"ENSG00000017797","RALBP1","down","dark"
"43","RB1CC1","chr8:52623727-52624717",0.0137,0.0388,0.1178,0.1197,"RB1CC1_chr8:52623727-52624717","ENSG00000023287.13",4128.34977432059,0.840612879527661,0.0897601775994821,9.36509822071153,7.59795901398119e-21,4.17448166475767e-20,"ENSG00000023287","RB1CC1","up","else"
"44","ZNF839","chr14:102325705-102325985",0.0381,0.047,0.1373,0.0397,"ZNF839_chr14:102325705-102325985","ENSG00000022976.16",708.661882358729,0.198795263747605,0.093490456061328,2.12636960094835,0.033472496872958,0.0618383404631654,"ENSG00000022976","ZNF839","up","anti-dark"
"45","DERA","chr12:15960814-15962813",0.0248,0.0328,0.0171,0.103,"DERA_chr12:15960814-15962813","ENSG00000023697.13",1017.03495913278,-0.439013573683394,0.075302620164386,-5.8299906792755,5.5430471915559e-09,1.88050808198278e-08,"ENSG00000023697","DERA","down","dark"
"46","DEPDC1","chr1:68485138-68486937",0.0027,9e-04,9e-04,0.1025,"DEPDC1_chr1:68485138-68486937","ENSG00000024526.17",1675.17732272143,-0.796787045205415,0.0706507496154195,-11.2778286082263,1.68862591110036e-29,1.2095695494917e-28,"ENSG00000024526","DEPDC1","down","dark"
"47","ARNTL2","chr12:27415947-27420396",0.0229,0.00855,0.1317,0.06335,"ARNTL2_chr12:27415947-27420396","ENSG00000029153.15",383.482925035091,-1.15614304778696,0.117804609070946,-9.81407312417372,9.79338238332025e-23,5.74230359597626e-22,"ENSG00000029153","ARNTL2","down","else"
"48","ANK1","chr8:41661564-41661876",0.0103,0.0312,0.1276,0.1518,"ANK1_chr8:41661564-41661876","ENSG00000029534.21",935.255496374834,-0.892189661474001,0.102362581204109,-8.71597463622956,2.88267853572483e-18,1.45050368301573e-17,"ENSG00000029534","ANK1","down","else"
"49","ANK1","chr8:41655753-41663659",0.00815,0.0038,0.1112,0.0031,"ANK1_chr8:41655753-41663659","ENSG00000029534.21",935.255496374834,-0.892189661474001,0.102362581204109,-8.71597463622956,2.88267853572483e-18,1.45050368301573e-17,"ENSG00000029534","ANK1","down","anti-dark"
"50","ANK1","chr8:41699548-41700431",0.0208,0.0079,0.1065,0.0047,"ANK1_chr8:41699548-41700431","ENSG00000029534.21",935.255496374834,-0.892189661474001,0.102362581204109,-8.71597463622956,2.88267853572483e-18,1.45050368301573e-17,"ENSG00000029534","ANK1","down","anti-dark"
"51","FUT8","chr14:65722021-65733231",0.0378,0.004,0.12395,0.07615,"FUT8_chr14:65722021-65733231","ENSG00000033170.17",700.774628479537,-1.32411504492598,0.134085709753063,-9.87513917302983,5.33588384562868e-23,3.15716050880464e-22,"ENSG00000033170","FUT8","down","else"
"52","ATP6V0A1","chr17:42510183-42513861",0.0049,0.0497,0.0077,0.1072,"ATP6V0A1_chr17:42510183-42513861","ENSG00000033627.17",6678.2657066917,0.393182792076054,0.0415778765045164,9.45653855201923,3.18305905949563e-21,1.77370596339442e-20,"ENSG00000033627","ATP6V0A1","up","dark"
"53","DEPDC1B","chr5:60605856-60628214",0.0167,0.0432,0.0237,0.1525,"DEPDC1B_chr5:60605856-60628214","ENSG00000035499.13",659.241464358737,-0.763581669248819,0.0999278353503056,-7.64133103225961,2.14987527407183e-14,9.40180134468783e-14,"ENSG00000035499","DEPDC1B","down","dark"
"54","TRIO","chr5:14488260-14489030",0.0027,0.0232,0.344,0.2629,"TRIO_chr5:14488260-14489030","ENSG00000038382.21",10600.2643936413,0.271466887994415,0.064022502722263,4.24017925653532,2.23341358322359e-05,6.01103278650246e-05,"ENSG00000038382","TRIO","up","else"
"55","THAP3","chr1:6632495-6634020",0.0057,0.0493,0.0289,0.40415,"THAP3_chr1:6632495-6634020","ENSG00000041988.16",803.915203578216,0.56246318945761,0.0740546264326001,7.59524713786152,3.07205561248761e-14,1.33448496002694e-13,"ENSG00000041988","THAP3","up","dark"
"56","SCML1","chrX:17744219-17746018",0.0093,0.0459,0.1611,0.0717,"SCML1_chrX:17744219-17746018","ENSG00000047634.15",222.455115418494,0.185734292370205,0.121419104216116,1.5296957885607,0.126092046566152,0.200459643407692,"ENSG00000047634","SCML1","not_sign","else"
"57","HDAC9","chr7:18502639-18585281",7e-04,0.0112,0.48175,0.0235,"HDAC9_chr7:18502639-18585281","ENSG00000048052.24",4905.48071943237,-0.229746619678148,0.078519706112478,-2.92597401407795,0.0034337961825441,0.00740171413709144,"ENSG00000048052","HDAC9","down","anti-dark"
"58","HDAC9","chr7:18543285-18585281",7e-04,0.0105,0.0254,0.26655,"HDAC9_chr7:18543285-18585281","ENSG00000048052.24",4905.48071943237,-0.229746619678148,0.078519706112478,-2.92597401407795,0.0034337961825441,0.00740171413709144,"ENSG00000048052","HDAC9","down","dark"
"59","WDR37","chr10:1078003-1079556",0.0102,0.0236,0.1323,0.0137,"WDR37_chr10:1078003-1079556","ENSG00000047056.17",1659.15143206105,0.209349691182111,0.06482024263957,3.22969619762441,0.00123921822010917,0.00282343241420278,"ENSG00000047056","WDR37","up","anti-dark"
"60","WDR37","chr10:1093496-1095668",0.0121,0.0136,0.0299,0.1692,"WDR37_chr10:1093496-1095668","ENSG00000047056.17",1659.15143206105,0.209349691182111,0.06482024263957,3.22969619762441,0.00123921822010917,0.00282343241420278,"ENSG00000047056","WDR37","up","dark"
"61","WDR37","chr10:1093497-1095667",0.0121,0.0086,0.0885,0.1261,"WDR37_chr10:1093497-1095667","ENSG00000047056.17",1659.15143206105,0.209349691182111,0.06482024263957,3.22969619762441,0.00123921822010917,0.00282343241420278,"ENSG00000047056","WDR37","up","else"
"62","WDR37","chr10:1095829-1096170",0.0121,0.0021,0.119,0.2225,"WDR37_chr10:1095829-1096170","ENSG00000047056.17",1659.15143206105,0.209349691182111,0.06482024263957,3.22969619762441,0.00123921822010917,0.00282343241420278,"ENSG00000047056","WDR37","up","else"
"63","WDR37","chr10:1095830-1096169",0.0121,0.0087,0.0791,0.1195,"WDR37_chr10:1095830-1096169","ENSG00000047056.17",1659.15143206105,0.209349691182111,0.06482024263957,3.22969619762441,0.00123921822010917,0.00282343241420278,"ENSG00000047056","WDR37","up","else"
"64","YTHDC2","chr5:113592178-113593482",0.01335,0.03455,0.0882,0.1067,"YTHDC2_chr5:113592178-113593482","ENSG00000047188.16",3268.38360469801,1.53705466792626,0.0525516392912558,29.248462819732,4.69700421529166e-188,3.78999121175707e-186,"ENSG00000047188","YTHDC2","up","else"
"65","NEDD4L","chr18:58044708-58045072",0.0126,0.0381,0.2618,0.0034,"NEDD4L_chr18:58044708-58045072","ENSG00000049759.20",801.695861571545,-0.747802107463009,0.0991433154526244,-7.54263768615189,4.60559431994446e-14,1.98527809625958e-13,"ENSG00000049759","NEDD4L","down","anti-dark"
"66","HEXB","chr5:74697106-74700753",0.0253,0.0409,0.0851,0.1029,"HEXB_chr5:74697106-74700753","ENSG00000049860.14",1460.82855064873,-0.855882692726562,0.0615709470004751,-13.9007557041466,6.26761007528391e-44,6.44537944060121e-43,"ENSG00000049860","HEXB","down","else"
"67","KATNIP","chr16:27708920-27720536",0.0217,0.0383,0.0038,0.1034,"KATNIP_chr16:27708920-27720536",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dark"
"68","USP28","chr11:113820358-113823605",0.0071,0.0469,0.0019,0.1132,"USP28_chr11:113820358-113823605","ENSG00000048028.11",1763.39257869165,0.759889977687096,0.122916171318222,6.18218066457494,6.32221110281637e-10,2.25808931490871e-09,"ENSG00000048028","USP28","up","dark"
"69","USP28","chr11:113834335-113835207",0.0182,0.0426,0.04,0.104,"USP28_chr11:113834335-113835207","ENSG00000048028.11",1763.39257869165,0.759889977687096,0.122916171318222,6.18218066457494,6.32221110281637e-10,2.25808931490871e-09,"ENSG00000048028","USP28","up","dark"
"70","RSF1","chr11:77813787-77820528",0.0017,2e-04,0.3515,0.2492,"RSF1_chr11:77813787-77820528","ENSG00000048649.14",12372.9425915446,1.7924007458157,0.0739362813555952,24.2425060194086,7.93211551483683e-130,3.29162796935859e-128,"ENSG00000048649","RSF1","up","else"
"71","RSF1","chr11:77813783-77820528",0.0017,2e-04,0.1042,0.1207,"RSF1_chr11:77813783-77820528","ENSG00000048649.14",12372.9425915446,1.7924007458157,0.0739362813555952,24.2425060194086,7.93211551483683e-130,3.29162796935859e-128,"ENSG00000048649","RSF1","up","else"
"72","FOXN3","chr14:89412490-89619028",0.0049,0.0273,0.1277,0.0347,"FOXN3_chr14:89412490-89619028","ENSG00000053254.16",5978.36631709668,0.378339061015182,0.0942174233513399,4.01559549770686,5.92958820126874e-05,0.000153983447914942,"ENSG00000053254","FOXN3","up","anti-dark"
"73","SLC4A8","chr12:51418247-51440708",0.0027,0.0367,0.1075,0.0851,"SLC4A8_chr12:51418247-51440708","ENSG00000050438.17",2327.85216648704,0.566028812884037,0.24358283052366,2.32376318013538,0.0201381901506352,0.038743342138798,"ENSG00000050438","SLC4A8","up","else"
"74","CBLN4","chr20:56000847-56001290",0.0045,0.0432,0.1154,0.181,"CBLN4_chr20:56000847-56001290","ENSG00000054803.4",433.959951824179,-2.1920432269544,0.103134948484172,-21.2541263574763,3.01929006218904e-100,8.22839855689951e-99,"ENSG00000054803","CBLN4","down","else"
"75","CYFIP2","chr5:157360372-157361269",0.001,2e-04,0.3446,0.43025,"CYFIP2_chr5:157360372-157361269","ENSG00000055163.20",6616.84852935132,-0.302336357648669,0.0997236238263688,-3.03174259065308,0.0024314645366855,0.00535933680372271,"ENSG00000055163","CYFIP2","down","else"
"76","CYFIP2","chr5:157330227-157330742",0.001,3e-04,0.0154,0.1091,"CYFIP2_chr5:157330227-157330742","ENSG00000055163.20",6616.84852935132,-0.302336357648669,0.0997236238263688,-3.03174259065308,0.0024314645366855,0.00535933680372271,"ENSG00000055163","CYFIP2","down","dark"
"77","CYFIP2","chr5:157360622-157361468",0.0013,0.0049,0.0061,0.15125,"CYFIP2_chr5:157360622-157361468","ENSG00000055163.20",6616.84852935132,-0.302336357648669,0.0997236238263688,-3.03174259065308,0.0024314645366855,0.00535933680372271,"ENSG00000055163","CYFIP2","down","dark"
"78","CYFIP2","chr5:157361336-157361468",0.0013,3e-04,0.0867,0.3259,"CYFIP2_chr5:157361336-157361468","ENSG00000055163.20",6616.84852935132,-0.302336357648669,0.0997236238263688,-3.03174259065308,0.0024314645366855,0.00535933680372271,"ENSG00000055163","CYFIP2","down","else"
"79","TTC17","chr11:43405717-43407138",0.0046,0.0378,0.0026,0.10175,"TTC17_chr11:43405717-43407138","ENSG00000052841.15",3957.17914660176,0.779891741007251,0.0594696503298688,13.1141134457881,2.73360183330859e-39,2.52507904475205e-38,"ENSG00000052841","TTC17","up","dark"
"80","USP13","chr3:179745217-179754732",0.0171,0.0168,0.0156,0.1108,"USP13_chr3:179745217-179754732","ENSG00000058056.10",3799.67574982053,0.566589513330562,0.11256449188054,5.03346573919475,4.8169093682941e-07,1.46182779268129e-06,"ENSG00000058056","USP13","up","dark"
"81","SZRD1","chr1:16380093-16391375",0.0226,0.0161,0.3607,0.0118,"SZRD1_chr1:16380093-16391375","ENSG00000055070.17",9404.65793067948,-0.364086716618435,0.0390491788741498,-9.32379955521821,1.12246993902351e-20,6.13568856861401e-20,"ENSG00000055070","SZRD1","down","anti-dark"
"82","SZRD1","chr1:16380093-16393228",3e-04,0.0022,0.1625,9e-04,"SZRD1_chr1:16380093-16393228","ENSG00000055070.17",9404.65793067948,-0.364086716618435,0.0390491788741498,-9.32379955521821,1.12246993902351e-20,6.13568856861401e-20,"ENSG00000055070","SZRD1","down","anti-dark"
"83","FAM114A2","chr5:154037455-154038388",0.0084,0.0021,0.02665,0.18715,"FAM114A2_chr5:154037455-154038388","ENSG00000055147.19",944.316524973023,0.13822065365848,0.0975264884464578,1.41726269304122,0.156406138255791,0.240282725216136,"ENSG00000055147","FAM114A2","not_sign","dark"
"84","FAM114A2","chr5:154037455-154038293",0.0084,0.0021,0.5074,0.5074,"FAM114A2_chr5:154037455-154038293","ENSG00000055147.19",944.316524973023,0.13822065365848,0.0975264884464578,1.41726269304122,0.156406138255791,0.240282725216136,"ENSG00000055147","FAM114A2","not_sign","else"
"85","FAM114A2","chr5:154037455-154038857",0.0051,0.0011,0.17495,0.0669,"FAM114A2_chr5:154037455-154038857","ENSG00000055147.19",944.316524973023,0.13822065365848,0.0975264884464578,1.41726269304122,0.156406138255791,0.240282725216136,"ENSG00000055147","FAM114A2","not_sign","else"
"86","FAM114A2","chr5:154034967-154037438",0.0026,0.0065,0.0826,0.2498,"FAM114A2_chr5:154034967-154037438","ENSG00000055147.19",944.316524973023,0.13822065365848,0.0975264884464578,1.41726269304122,0.156406138255791,0.240282725216136,"ENSG00000055147","FAM114A2","not_sign","else"
"87","USP36","chr17:78836976-78838587",0.0033,5e-04,0.41415,0.46045,"USP36_chr17:78836976-78838587","ENSG00000055483.20",15486.7126930453,2.93751455115613,0.0484906708585702,60.57896290451,0,0,"ENSG00000055483","USP36","up","else"
"88","USP36","chr17:78836372-78836897",0.0033,0.0037,0.2278,0.1256,"USP36_chr17:78836372-78836897","ENSG00000055483.20",15486.7126930453,2.93751455115613,0.0484906708585702,60.57896290451,0,0,"ENSG00000055483","USP36","up","else"
"89","PUM2","chr2:20351872-20352166",0.0185,0.0156,0.1168,NA,"PUM2_chr2:20351872-20352166","ENSG00000055917.16",9042.60175115907,-0.082568767205502,0.0746653817838916,-1.1058507334026,0.26879113182596,0.375911743750483,"ENSG00000055917","PUM2","not_sign",NA
"90","ZNF280C","chrX:130229134-130236214",0.0298,0.04845,0.00575,0.10165,"ZNF280C_chrX:130229134-130236214","ENSG00000056277.16",1229.02030916375,1.3702133614975,0.0721718049630011,18.9854384575797,2.25049847324197e-80,4.66166592305516e-79,"ENSG00000056277","ZNF280C","up","dark"
"91","RC3H2","chr9:122883379-122888616",0.0048,0.0433,0.0229,0.1143,"RC3H2_chr9:122883379-122888616","ENSG00000056586.16",8670.39255220359,0.526145242341076,0.11777676003829,4.46730952838253,7.92094822498626e-06,2.20865197767516e-05,"ENSG00000056586","RC3H2","up","dark"
"92","DNAJC25","chr9:111640788-111642857",0.0256,0.001,0.2143,0.0168,"DNAJC25_chr9:111640788-111642857","ENSG00000059769.20",718.868213019952,1.64286913709816,0.0794298269899956,20.6832772946249,4.89964668967967e-95,1.23698544391493e-93,"ENSG00000059769","DNAJC25","up","anti-dark"
"93","WNK1","chr12:904494-906317",0.0139,0.0081,0.1032,0.0175,"WNK1_chr12:904494-906317","ENSG00000060237.19",15638.4174540875,0.847262122505597,0.11486901741498,7.37589771003916,1.63241316480741e-13,6.87462279588263e-13,"ENSG00000060237","WNK1","up","anti-dark"
"94","CAMK2B","chr7:44220901-44222117",0.0054,0.0135,NA,0.5384,"CAMK2B_chr7:44220901-44222117","ENSG00000058404.20",619.801343369723,0.107226668144865,0.106858605007927,1.00344439399064,0.315646493542723,0.427915641138932,"ENSG00000058404","CAMK2B","not_sign",NA
